Review,Sentiment
i am using this iphone12(black) since feb 1.  i am so happy. iam enjoying so much with this. i loved ur service. no fake delivery i got brand new iphone. the function of this phone is super. the only one thing which make me feel little bit sad is its potrait camera becoz of lacked telephoto lens. we cannot take zoomed potrait photos. in my view 2x zoom sholud be given in potrait mode according its price.AT LAST I WANT TO SAY THNKS TO FLIPKART AND ITS TEAM FOR UR FAITHFUL DELIVERY.,Positive
Best camera and great battery backup low light picks are awesome and best aperture 1.7 And the pics from Night come out great. best value for money,Positive
Superb phone!,Positive
"This phone is just awesome, i was planning to buy iphone 12 pro but 35k more just for single lens nahh! but this phone is great, camera, battery, screen ,handy and wow.",Positive
Save few bucks and buy this and avoid 13. Used this for a year and great compact beast if you got money to waste else restrict yourself for under 30k androids.Not having great of everything but still best as it got everything you need in top notch phone.,Positive
grt phone !! totally love it !!,Positive
"I have been using it for the last 1 year, it's an amazing product by Apple. I loved this purple colour.Coming to Flipkart, I always doubted whether online products are genuine or not. But now I am pretty satisfied with this order.Thank you, Flipkart.",Positive
Best mobile phone ever…..just go for it…..excellent battery life….no issue in battery….display is mind blowing….sound is like jhakkas….everything is perfect…i will mention one time more very nice battery backup…whole day n more also…if u use wisely your phone with proper settings….worth the value…and thank u Flipkart for fast delivery.,Positive
Awsome,Neutral
World number 1 camera performance,Positive
First time Switching completely android to iPhoneAmazing experience,Neutral
Phone is goood. The clicks are awesome,Positive
"Not sure if FLIPKART would dare to keep this review.But if it clicks,then good.I won't review about iPhone12,because its my waste of time. We all are smart enough to watch videos rather than reading reviews here for iPhone.Review (For your safety):Make sure you keep all proofs especially video, while opening the box and initial check like dents,scratches etc etc within hour of delivery.Why its required?If you share photo or make delay in informing,you will realise that no one in the wo...READ MORE",Positive
It’s just awesome...loved it,Neutral
My first ios device. Oh boy this is a great device. I am so glad that I made the switch. The only thing I miss is the fast refresh rate of android but it’s not as bad as it sounds due to fluidity of iosCameras are excellent but not as sharp as newer android phones with bigger megapixels. But the quality and color accuracy of pictures are great.Battery life is also good. It would run a day and charges upto 90 percent in an hour.The display is gorgeous. One of the best.,Positive
Nice cell phone nice camera,Positive
Writing this review after 50 days of ‘heavy’ use.• The performance is just flawless. I played BGMI usually 6-7 hrs daily for 25-30 days (both classics and tournaments) with screen recording and never got even a single framedrop.• Battery performance is also good. While playing heavy games continuously it gives a backup of around 4hrs and around 3-1/2 hrs with screen recording. If u are not playing heavy games then the battery will last all day long and there will be still left around 20%...READ MORE,Positive
"First thing is I need to thank the seller for giving the original iPhone 12 for such a great pice. Once I got the product first thing I did was to check the serial number in the apple website and confirm the originality of the product. I was very happy as everything was perfect.Now coming to the packing ,it was packed well and no damage was there. My old Samsung phone was exchanged for a good price and was also picked up by them.I am really enjoying my first iPhone. Battery i am getting o...READ MORE",Positive
It's maintaining apple's quality as usual. Good phone and compatibility use. The phone is little bit small when compared to other competitive products. There is no outstanding features in this phone when compare to Samsung or one plus. But I'm sure Apple uses must love this phone. The seller is also very good and they keep promising to deliver things on time for meeting Beyond expectations.,Positive
"I am fully satisfied with iPhone 12 …..And display, battery and software is absolutely amazing",Positive
very good and nice i liked this i phone 12 my hand is Comfortable,Positive
Just Go for it,Neutral
"Pros:- Same screen quality compared to 12 Pro. Features are also mostly similar except for a few (for example, three back cameras instead of two), which is not a matter of concern for me.- Consistent and super-smooth user experience of iOS. (If you are looking for feature richness, better to go with Android)- Predictable battery life. This means, if your phone is on standby with 2% battery left, you will see the almost same battery percentage even after 2 hours.- Square-shaped design co...READ MORE",Positive
